sect_class,section,class,subclass,section_text,class_text,subclass_text
C09,C,09,D,"('CHEMISTRY', 'METALLURGY')","('DYES', 'PAINTS', 'POLISHES', 'NATURAL RESINS', 'ADHESIVES', 'COMPOSITIONS NOT OTHERWISE PROVIDED FOR', 'APPLICATIONS OF MATERIALS NOT OTHERWISE PROVIDED FOR')","('COATING COMPOSITIONS, e.g. PAINTS, VARNISHES OR LACQUERS', 'FILLING PASTES', 'CHEMICAL PAINT OR INK REMOVERS', 'INKS', 'CORRECTING FLUIDS', 'WOODSTAINS', 'PASTES OR SOLIDS FOR COLOURING OR PRINTING', 'USE OF MATERIALS THEREFOR ')"
C09,C,09,F,"('CHEMISTRY', 'METALLURGY')","('DYES', 'PAINTS', 'POLISHES', 'NATURAL RESINS', 'ADHESIVES', 'COMPOSITIONS NOT OTHERWISE PROVIDED FOR', 'APPLICATIONS OF MATERIALS NOT OTHERWISE PROVIDED FOR')","('NATURAL RESINS', 'FRENCH POLISH', 'DRYING-OILS', 'DRIERS (SICCATIVES)', 'TURPENTINE')"
C09,C,09,G,"('CHEMISTRY', 'METALLURGY')","('DYES', 'PAINTS', 'POLISHES', 'NATURAL RESINS', 'ADHESIVES', 'COMPOSITIONS NOT OTHERWISE PROVIDED FOR', 'APPLICATIONS OF MATERIALS NOT OTHERWISE PROVIDED FOR')","('POLISHING COMPOSITIONS ', 'SKI WAXES')"
C09,C,09,H,"('CHEMISTRY', 'METALLURGY')","('DYES', 'PAINTS', 'POLISHES', 'NATURAL RESINS', 'ADHESIVES', 'COMPOSITIONS NOT OTHERWISE PROVIDED FOR', 'APPLICATIONS OF MATERIALS NOT OTHERWISE PROVIDED FOR')","('PREPARATION OF GLUE OR GELATINE',)"
C09,C,09,J,"('CHEMISTRY', 'METALLURGY')","('DYES', 'PAINTS', 'POLISHES', 'NATURAL RESINS', 'ADHESIVES', 'COMPOSITIONS NOT OTHERWISE PROVIDED FOR', 'APPLICATIONS OF MATERIALS NOT OTHERWISE PROVIDED FOR')","('ADHESIVES', 'NON-MECHANICAL ASPECTS OF ADHESIVE PROCESSES IN GENERAL', 'ADHESIVE PROCESSES NOT PROVIDED FOR ELSEWHERE', 'USE OF MATERIALS AS ADHESIVES ')"
C09,C,09,K,"('CHEMISTRY', 'METALLURGY')","('DYES', 'PAINTS', 'POLISHES', 'NATURAL RESINS', 'ADHESIVES', 'COMPOSITIONS NOT OTHERWISE PROVIDED FOR', 'APPLICATIONS OF MATERIALS NOT OTHERWISE PROVIDED FOR')","('MATERIALS FOR MISCELLANEOUS APPLICATIONS, NOT PROVIDED FOR ELSEWHERE',)"
C10,C,10,B,"('CHEMISTRY', 'METALLURGY')","('PETROLEUM, GAS OR COKE INDUSTRIES', 'TECHNICAL GASES CONTAINING CARBON MONOXIDE', 'FUELS', 'LUBRICANTS', 'PEAT')","('DESTRUCTIVE DISTILLATION OF CARBONAGEOUS MATERIALS FOR PRODUCTION OF GAS, COKE, TAR, OR SIMILAR MATERIALS ',)"
C10,C,10,C,"('CHEMISTRY', 'METALLURGY')","('PETROLEUM, GAS OR COKE INDUSTRIES', 'TECHNICAL GASES CONTAINING CARBON MONOXIDE', 'FUELS', 'LUBRICANTS', 'PEAT')","('WORKING-UP PITCH, ASPHALT, BITUMEN, TAR', 'PYROLIGNEOUS ACID ')"
C10,C,10,F,"('CHEMISTRY', 'METALLURGY')","('PETROLEUM, GAS OR COKE INDUSTRIES', 'TECHNICAL GASES CONTAINING CARBON MONOXIDE', 'FUELS', 'LUBRICANTS', 'PEAT')","('DRYING OR WORKING-UP OF PEAT',)"
C10,C,10,G,"('CHEMISTRY', 'METALLURGY')","('PETROLEUM, GAS OR COKE INDUSTRIES', 'TECHNICAL GASES CONTAINING CARBON MONOXIDE', 'FUELS', 'LUBRICANTS', 'PEAT')","('CRACKING HYDROCARBON OILS', 'PRODUCTION OF LIQUID HYDROCARBON MIXTURES, e.g. BY DESTRUCTIVE HYDROGENATION, OLIGOMERISATION, POLYMERISATION ', 'RECOVERY OF HYDROCARBON OILS FROM OIL-SHALE, OIL-SAND, OR GASES', 'REFINING MIXTURES MAINLY CONSISTING OF HYDROCARBONS', 'REFORMING OF NAPHTHA', 'MINERAL WAXES ')"
C10,C,10,H,"('CHEMISTRY', 'METALLURGY')","('PETROLEUM, GAS OR COKE INDUSTRIES', 'TECHNICAL GASES CONTAINING CARBON MONOXIDE', 'FUELS', 'LUBRICANTS', 'PEAT')","('PRODUCTION OF ACETYLENE BY WET METHODS ',)"
C10,C,10,J,"('CHEMISTRY', 'METALLURGY')","('PETROLEUM, GAS OR COKE INDUSTRIES', 'TECHNICAL GASES CONTAINING CARBON MONOXIDE', 'FUELS', 'LUBRICANTS', 'PEAT')","('PRODUCTION OF PRODUCER GAS, WATER-GAS, SYNTHESIS GAS FROM SOLID CARBONACEOUS MATERIAL, OR MIXTURES CONTAINING THESE GASES ', 'CARBURETTING AIR OR OTHER GASES')"
C10,C,10,K,"('CHEMISTRY', 'METALLURGY')","('PETROLEUM, GAS OR COKE INDUSTRIES', 'TECHNICAL GASES CONTAINING CARBON MONOXIDE', 'FUELS', 'LUBRICANTS', 'PEAT')","('PURIFYING OR MODIFYING THE CHEMICAL COMPOSITION OF COMBUSTIBLE GASES CONTAINING CARBON MONOXIDE',)"
C10,C,10,L,"('CHEMISTRY', 'METALLURGY')","('PETROLEUM, GAS OR COKE INDUSTRIES', 'TECHNICAL GASES CONTAINING CARBON MONOXIDE', 'FUELS', 'LUBRICANTS', 'PEAT')","('FUELS NOT OTHERWISE PROVIDED FOR ', 'NATURAL GAS', 'SYNTHETIC NATURAL GAS OBTAINED BY PROCESSES NOT COVERED BY SUBCLASSES ', 'LIQUEFIED PETROLEUM GAS', 'ADDING MATERIALS TO FUELS OR FIRES TO REDUCE SMOKE OR UNDESIRABLE DEPOSITS OR TO FACILITATE SOOT REMOVAL', 'FIRELIGHTERS')"
C10,C,10,M,"('CHEMISTRY', 'METALLURGY')","('PETROLEUM, GAS OR COKE INDUSTRIES', 'TECHNICAL GASES CONTAINING CARBON MONOXIDE', 'FUELS', 'LUBRICANTS', 'PEAT')","('LUBRICATING COMPOSITIONS ', 'USE OF CHEMICAL SUBSTANCES EITHER ALONE OR AS LUBRICATING INGREDIENTS IN A LUBRICATING COMPOSITION ')"
C10,C,10,N,"('CHEMISTRY', 'METALLURGY')","('PETROLEUM, GAS OR COKE INDUSTRIES', 'TECHNICAL GASES CONTAINING CARBON MONOXIDE', 'FUELS', 'LUBRICANTS', 'PEAT')","('INDEXING SCHEME ASSOCIATED WITH SUBCLASS ',)"
C11,C,11,B,"('CHEMISTRY', 'METALLURGY')","('ANIMAL OR VEGETABLE OILS, FATS, FATTY SUBSTANCES OR WAXES', 'FATTY ACIDS THEREFROM', 'DETERGENTS', 'CANDLES')","('PRODUCING, e.g. BY PRESSING RAW MATERIALS OR BY EXTRACTION FROM WASTE MATERIALS, REFINING OR PRESERVING FATS, FATTY SUBSTANCES, e.g. LANOLIN, FATTY OILS OR WAXES', 'ESSENTIAL OILS', 'PERFUMES ')"
C11,C,11,C,"('CHEMISTRY', 'METALLURGY')","('ANIMAL OR VEGETABLE OILS, FATS, FATTY SUBSTANCES OR WAXES', 'FATTY ACIDS THEREFROM', 'DETERGENTS', 'CANDLES')","('FATTY ACIDS FROM FATS, OILS OR WAXES', 'CANDLES', 'FATS, OILS OR FATTY ACIDS BY CHEMICAL MODIFICATION OF FATS, OILS, OR FATTY ACIDS OBTAINED THEREFROM')"
C11,C,11,D,"('CHEMISTRY', 'METALLURGY')","('ANIMAL OR VEGETABLE OILS, FATS, FATTY SUBSTANCES OR WAXES', 'FATTY ACIDS THEREFROM', 'DETERGENTS', 'CANDLES')","('DETERGENT COMPOSITIONS ', 'USE OF SINGLE SUBSTANCES AS DETERGENTS', 'SOAP OR SOAP-MAKING', 'RESIN SOAPS', 'RECOVERY OF GLYCEROL')"
C12,C,12,C,"('CHEMISTRY', 'METALLURGY')","('BIOCHEMISTRY', 'BEER', 'SPIRITS', 'WINE', 'VINEGAR', 'MICROBIOLOGY', 'ENZYMOLOGY', 'MUTATION OR GENETIC ENGINEERING')","('BEER', 'PREPARATION OF BEER BY FERMENTATION ', 'PREPARATION OF MALT FOR MAKING BEER', 'PREPARATION OF HOPS FOR MAKING BEER')"
C12,C,12,F,"('CHEMISTRY', 'METALLURGY')","('BIOCHEMISTRY', 'BEER', 'SPIRITS', 'WINE', 'VINEGAR', 'MICROBIOLOGY', 'ENZYMOLOGY', 'MUTATION OR GENETIC ENGINEERING')","('RECOVERY OF BY-PRODUCTS OF FERMENTED SOLUTIONS ', 'DENATURED ALCOHOL', 'PREPARATION THEREOF')"
C12,C,12,G,"('CHEMISTRY', 'METALLURGY')","('BIOCHEMISTRY', 'BEER', 'SPIRITS', 'WINE', 'VINEGAR', 'MICROBIOLOGY', 'ENZYMOLOGY', 'MUTATION OR GENETIC ENGINEERING')","('WINE', 'PREPARATION THEREOF', 'ALCOHOLIC BEVERAGES ', 'PREPARATION OF ALCOHOLIC BEVERAGES NOT PROVIDED FOR IN SUBCLASSES ')"
C12,C,12,H,"('CHEMISTRY', 'METALLURGY')","('BIOCHEMISTRY', 'BEER', 'SPIRITS', 'WINE', 'VINEGAR', 'MICROBIOLOGY', 'ENZYMOLOGY', 'MUTATION OR GENETIC ENGINEERING')","('PASTEURISATION, STERILISATION, PRESERVATION, PURIFICATION, CLARIFICATION OR AGEING OF ALCOHOLIC BEVERAGES', 'METHODS FOR ALTERING THE ALCOHOL CONTENT OF FERMENTED SOLUTIONS OR ALCOHOLIC BEVERAGES ')"
C12,C,12,J,"('CHEMISTRY', 'METALLURGY')","('BIOCHEMISTRY', 'BEER', 'SPIRITS', 'WINE', 'VINEGAR', 'MICROBIOLOGY', 'ENZYMOLOGY', 'MUTATION OR GENETIC ENGINEERING')","('VINEGAR', 'PREPARATION OR PURIFICATION THEREOF')"
C12,C,12,L,"('CHEMISTRY', 'METALLURGY')","('BIOCHEMISTRY', 'BEER', 'SPIRITS', 'WINE', 'VINEGAR', 'MICROBIOLOGY', 'ENZYMOLOGY', 'MUTATION OR GENETIC ENGINEERING')","('PITCHING OR DEPITCHING MACHINES', 'CELLAR TOOLS ')"
C12,C,12,M,"('CHEMISTRY', 'METALLURGY')","('BIOCHEMISTRY', 'BEER', 'SPIRITS', 'WINE', 'VINEGAR', 'MICROBIOLOGY', 'ENZYMOLOGY', 'MUTATION OR GENETIC ENGINEERING')","('APPARATUS FOR ENZYMOLOGY OR MICROBIOLOGY',)"
C12,C,12,N,"('CHEMISTRY', 'METALLURGY')","('BIOCHEMISTRY', 'BEER', 'SPIRITS', 'WINE', 'VINEGAR', 'MICROBIOLOGY', 'ENZYMOLOGY', 'MUTATION OR GENETIC ENGINEERING')","('MICROORGANISMS OR ENZYMES', 'COMPOSITIONS THEREOF', 'PROPAGATING, PRESERVING, OR MAINTAINING MICROORGANISMS', 'MUTATION OR GENETIC ENGINEERING', 'CULTURE MEDIA ')"
C12,C,12,P,"('CHEMISTRY', 'METALLURGY')","('BIOCHEMISTRY', 'BEER', 'SPIRITS', 'WINE', 'VINEGAR', 'MICROBIOLOGY', 'ENZYMOLOGY', 'MUTATION OR GENETIC ENGINEERING')","('FERMENTATION OR ENZYME-USING PROCESSES TO SYNTHESISE A DESIRED CHEMICAL COMPOUND OR COMPOSITION OR TO SEPARATE OPTICAL ISOMERS FROM A RACEMIC MIXTURE ',)"
C12,C,12,Q,"('CHEMISTRY', 'METALLURGY')","('BIOCHEMISTRY', 'BEER', 'SPIRITS', 'WINE', 'VINEGAR', 'MICROBIOLOGY', 'ENZYMOLOGY', 'MUTATION OR GENETIC ENGINEERING')","('MEASURING OR TESTING PROCESSES INVOLVING ENZYMES, NUCLEIC ACIDS OR MICROORGANISMS ', 'COMPOSITIONS OR TEST PAPERS THEREFOR', 'PROCESSES OF PREPARING SUCH COMPOSITIONS', 'CONDITION-RESPONSIVE CONTROL IN MICROBIOLOGICAL OR ENZYMOLOGICAL PROCESSES')"
C12,C,12,R,"('CHEMISTRY', 'METALLURGY')","('BIOCHEMISTRY', 'BEER', 'SPIRITS', 'WINE', 'VINEGAR', 'MICROBIOLOGY', 'ENZYMOLOGY', 'MUTATION OR GENETIC ENGINEERING')","('INDEXING SCHEME ASSOCIATED WITH SUBCLASSES ',)"
C12,C,12,Y,"('CHEMISTRY', 'METALLURGY')","('BIOCHEMISTRY', 'BEER', 'SPIRITS', 'WINE', 'VINEGAR', 'MICROBIOLOGY', 'ENZYMOLOGY', 'MUTATION OR GENETIC ENGINEERING')","('ENZYMES',)"
C13,C,13,B,"('CHEMISTRY', 'METALLURGY')","('SUGAR INDUSTRY',)","('PRODUCTION OF SUCROSE', 'APPARATUS SPECIALLY ADAPTED THEREFOR ')"
C13,C,13,K,"('CHEMISTRY', 'METALLURGY')","('SUGAR INDUSTRY',)","('SACCHARIDES OBTAINED FROM NATURAL SOURCES OR BY HYDROLYSIS OF NATURALLY OCCURRING DISACCHARIDES, OLIGOSACCHARIDES OR POLYSACCHARIDES ',)"
C14,C,14,B,"('CHEMISTRY', 'METALLURGY')","('SKINS', 'HIDES', 'PELTS', 'LEATHER')","('MECHANICAL TREATMENT OR PROCESSING OF SKINS, HIDES OR LEATHER IN GENERAL', 'PELT-SHEARING MACHINES', 'INTESTINE-SPLITTING MACHINES ')"
C14,C,14,C,"('CHEMISTRY', 'METALLURGY')","('SKINS', 'HIDES', 'PELTS', 'LEATHER')","('CHEMICAL TREATMENT OF HIDES, SKINS OR LEATHER, e.g. TANNING, IMPREGNATING, FINISHING', 'APPARATUS THEREFOR', 'COMPOSITIONS FOR TANNING ')"
C21,C,21,B,"('CHEMISTRY', 'METALLURGY')","('METALLURGY OF IRON',)","('MANUFACTURE OF IRON OR STEEL ',)"
C21,C,21,C,"('CHEMISTRY', 'METALLURGY')","('METALLURGY OF IRON',)","('PROCESSING OF PIG-IRON, e.g. REFINING, MANUFACTURE OF WROUGHT-IRON OR STEEL', 'TREATMENT IN MOLTEN STATE OF FERROUS ALLOYS ')"
C21,C,21,D,"('CHEMISTRY', 'METALLURGY')","('METALLURGY OF IRON',)","('MODIFYING THE PHYSICAL STRUCTURE OF FERROUS METALS', 'GENERAL DEVICES FOR HEAT TREATMENT OF FERROUS OR NON-FERROUS METALS OR ALLOYS', 'MAKING METAL MALLEABLE, e.g. BY DECARBURISATION OR TEMPERING ')"
C22,C,22,B,"('CHEMISTRY', 'METALLURGY')","('METALLURGY', 'FERROUS OR NON-FERROUS ALLOYS', 'TREATMENT OF ALLOYS OR NON-FERROUS METALS')","('PRODUCTION AND REFINING OF METALS ', 'PRETREATMENT OF RAW MATERIALS')"
C22,C,22,C,"('CHEMISTRY', 'METALLURGY')","('METALLURGY', 'FERROUS OR NON-FERROUS ALLOYS', 'TREATMENT OF ALLOYS OR NON-FERROUS METALS')","('ALLOYS ',)"
C22,C,22,F,"('CHEMISTRY', 'METALLURGY')","('METALLURGY', 'FERROUS OR NON-FERROUS ALLOYS', 'TREATMENT OF ALLOYS OR NON-FERROUS METALS')","('CHANGING THE PHYSICAL STRUCTURE OF NON-FERROUS METALS AND NON-FERROUS ALLOYS ',)"
C23,C,23,C,"('CHEMISTRY', 'METALLURGY')","('COATING METALLIC MATERIAL', 'COATING MATERIAL WITH METALLIC MATERIAL', 'CHEMICAL SURFACE TREATMENT', 'DIFFUSION TREATMENT OF METALLIC MATERIAL', 'COATING BY VACUUM EVAPORATION, BY SPUTTERING, BY ION IMPLANTATION OR BY CHEMICAL VAPOUR DEPOSITION, IN GENERAL', 'INHIBITING CORROSION OF METALLIC MATERIAL OR INCRUSTATION IN GENERAL')","('COATING METALLIC MATERIAL', 'COATING MATERIAL WITH METALLIC MATERIAL', 'SURFACE TREATMENT OF METALLIC MATERIAL BY DIFFUSION INTO THE SURFACE, BY CHEMICAL CONVERSION OR SUBSTITUTION', 'COATING BY VACUUM EVAPORATION, BY SPUTTERING, BY ION IMPLANTATION OR BY CHEMICAL VAPOUR DEPOSITION, IN GENERAL ')"
C23,C,23,D,"('CHEMISTRY', 'METALLURGY')","('COATING METALLIC MATERIAL', 'COATING MATERIAL WITH METALLIC MATERIAL', 'CHEMICAL SURFACE TREATMENT', 'DIFFUSION TREATMENT OF METALLIC MATERIAL', 'COATING BY VACUUM EVAPORATION, BY SPUTTERING, BY ION IMPLANTATION OR BY CHEMICAL VAPOUR DEPOSITION, IN GENERAL', 'INHIBITING CORROSION OF METALLIC MATERIAL OR INCRUSTATION IN GENERAL')","('ENAMELLING OF, OR APPLYING A VITREOUS LAYER TO, METALS ',)"
C23,C,23,F,"('CHEMISTRY', 'METALLURGY')","('COATING METALLIC MATERIAL', 'COATING MATERIAL WITH METALLIC MATERIAL', 'CHEMICAL SURFACE TREATMENT', 'DIFFUSION TREATMENT OF METALLIC MATERIAL', 'COATING BY VACUUM EVAPORATION, BY SPUTTERING, BY ION IMPLANTATION OR BY CHEMICAL VAPOUR DEPOSITION, IN GENERAL', 'INHIBITING CORROSION OF METALLIC MATERIAL OR INCRUSTATION IN GENERAL')","('NON-MECHANICAL REMOVAL OF METALLIC MATERIAL FROM SURFACE ', 'INHIBITING CORROSION OF METALLIC MATERIAL OR INCRUSTATION IN GENERAL', 'MULTI-STEP PROCESSES FOR SURFACE TREATMENT OF METALLIC MATERIAL INVOLVING AT LEAST ONE PROCESS PROVIDED FOR IN CLASS ')"
C23,C,23,G,"('CHEMISTRY', 'METALLURGY')","('COATING METALLIC MATERIAL', 'COATING MATERIAL WITH METALLIC MATERIAL', 'CHEMICAL SURFACE TREATMENT', 'DIFFUSION TREATMENT OF METALLIC MATERIAL', 'COATING BY VACUUM EVAPORATION, BY SPUTTERING, BY ION IMPLANTATION OR BY CHEMICAL VAPOUR DEPOSITION, IN GENERAL', 'INHIBITING CORROSION OF METALLIC MATERIAL OR INCRUSTATION IN GENERAL')","('CLEANING OR DEGREASING OF METALLIC MATERIAL BY CHEMICAL METHODS OTHER THAN ELECTROLYSIS ',)"
C25,C,25,B,"('CHEMISTRY', 'METALLURGY')","('ELECTROLYTIC OR ELECTROPHORETIC PROCESSES', 'APPARATUS THEREFOR')","('ELECTROLYTIC OR ELECTROPHORETIC PROCESSES FOR THE PRODUCTION OF COMPOUNDS OR NON-METALS', 'APPARATUS THEREFOR ')"
C25,C,25,C,"('CHEMISTRY', 'METALLURGY')","('ELECTROLYTIC OR ELECTROPHORETIC PROCESSES', 'APPARATUS THEREFOR')","('PROCESSES FOR THE ELECTROLYTIC PRODUCTION, RECOVERY OR REFINING OF METALS', 'APPARATUS THEREFOR')"
C25,C,25,D,"('CHEMISTRY', 'METALLURGY')","('ELECTROLYTIC OR ELECTROPHORETIC PROCESSES', 'APPARATUS THEREFOR')","('PROCESSES FOR THE ELECTROLYTIC OR ELECTROPHORETIC PRODUCTION OF COATINGS', 'ELECTROFORMING', 'APPARATUS THEREFOR')"
C25,C,25,F,"('CHEMISTRY', 'METALLURGY')","('ELECTROLYTIC OR ELECTROPHORETIC PROCESSES', 'APPARATUS THEREFOR')","('PROCESSES FOR THE ELECTROLYTIC REMOVAL OF MATERIALS FROM OBJECTS', 'APPARATUS THEREFOR')"
C30,C,30,B,"('CHEMISTRY', 'METALLURGY')","('CRYSTAL GROWTH',)","('SINGLE-CRYSTAL-GROWTH ', 'UNIDIRECTIONAL SOLIDIFICATION OF EUTECTIC MATERIAL OR UNIDIRECTIONAL DEMIXING OF EUTECTOID MATERIAL', 'REFINING BY ZONE-MELTING OF MATERIAL ', 'PRODUCTION OF A HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE ', 'SINGLE CRYSTALS OR HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE', 'AFTER-TREATMENT OF SINGLE CRYSTALS OR A HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE ', 'APPARATUS THEREFOR')"
C40,C,40,B,"('CHEMISTRY', 'METALLURGY')","('COMBINATORIAL TECHNOLOGY',)","('COMBINATORIAL CHEMISTRY', 'LIBRARIES, e.g. CHEMICAL LIBRARIES ')"
C99,C,99,Z,"('CHEMISTRY', 'METALLURGY')","('SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION',)","('SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION',)"
D01,D,01,B,"('TEXTILES', 'PAPER')","('NATURAL OR MAN-MADE THREADS OR FIBRES', 'SPINNING')","('MECHANICAL TREATMENT OF NATURAL FIBROUS OR FILAMENTARY MATERIAL TO OBTAIN FIBRES OF FILAMENTS, e.g. FOR SPINNING ',)"
D01,D,01,C,"('TEXTILES', 'PAPER')","('NATURAL OR MAN-MADE THREADS OR FIBRES', 'SPINNING')","('CHEMICAL TREATMENT OF NATURAL FILAMENTARY OR FIBROUS MATERIAL TO OBTAIN FILAMENTS OR FIBRES FOR SPINNING', 'CARBONISING RAGS TO RECOVER ANIMAL FIBRES')"
D01,D,01,D,"('TEXTILES', 'PAPER')","('NATURAL OR MAN-MADE THREADS OR FIBRES', 'SPINNING')","('MECHANICAL METHODS OR APPARATUS IN THE MANUFACTURE OF ARTIFICIAL FILAMENTS, THREADS, FIBRES, BRISTLES OR RIBBONS',)"
D01,D,01,F,"('TEXTILES', 'PAPER')","('NATURAL OR MAN-MADE THREADS OR FIBRES', 'SPINNING')","('CHEMICAL FEATURES IN THE MANUFACTURE OF ARTIFICIAL FILAMENTS, THREADS, FIBRES, BRISTLES OR RIBBONS', 'APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OF CARBON FILAMENTS')"
D01,D,01,G,"('TEXTILES', 'PAPER')","('NATURAL OR MAN-MADE THREADS OR FIBRES', 'SPINNING')","('PRELIMINARY TREATMENT OF FIBRES, e.g. FOR SPINNING ',)"
D01,D,01,H,"('TEXTILES', 'PAPER')","('NATURAL OR MAN-MADE THREADS OR FIBRES', 'SPINNING')","('SPINNING OR TWISTING ',)"
D02,D,02,G,"('TEXTILES', 'PAPER')","('YARNS', 'MECHANICAL FINISHING OF YARNS OR ROPES', 'WARPING OR BEAMING')","('CRIMPING OR CURLING FIBRES, FILAMENTS, THREADS, OR YARNS', 'YARNS OR THREADS')"
D02,D,02,H,"('TEXTILES', 'PAPER')","('YARNS', 'MECHANICAL FINISHING OF YARNS OR ROPES', 'WARPING OR BEAMING')","('WARPING, BEAMING OR LEASING',)"
D02,D,02,J,"('TEXTILES', 'PAPER')","('YARNS', 'MECHANICAL FINISHING OF YARNS OR ROPES', 'WARPING OR BEAMING')","('FINISHING OR DRESSING OF FILAMENTS, YARNS, THREADS, CORDS, ROPES OR THE LIKE ',)"
D03,D,03,C,"('TEXTILES', 'PAPER')","('WEAVING',)","('SHEDDING MECHANISMS', 'PATTERN CARDS OR CHAINS', 'PUNCHING OF CARDS', 'DESIGNING PATTERNS')"
D03,D,03,D,"('TEXTILES', 'PAPER')","('WEAVING',)","('WOVEN FABRICS', 'METHODS OF WEAVING', 'LOOMS')"
D03,D,03,J,"('TEXTILES', 'PAPER')","('WEAVING',)","('AUXILIARY WEAVING APPARATUS', ""WEAVERS' TOOLS"", 'SHUTTLES')"
D04,D,04,B,"('TEXTILES', 'PAPER')","('BRAIDING', 'LACE-MAKING', 'KNITTING', 'TRIMMINGS', 'NON-WOVEN FABRICS')","('KNITTING',)"
D04,D,04,C,"('TEXTILES', 'PAPER')","('BRAIDING', 'LACE-MAKING', 'KNITTING', 'TRIMMINGS', 'NON-WOVEN FABRICS')","('BRAIDING OR MANUFACTURE OF LACE, INCLUDING BOBBIN-NET OR CARBONISED LACE', 'BRAIDING MACHINES', 'BRAID', 'LACE ')"
D04,D,04,D,"('TEXTILES', 'PAPER')","('BRAIDING', 'LACE-MAKING', 'KNITTING', 'TRIMMINGS', 'NON-WOVEN FABRICS')","('TRIMMINGS', 'RIBBONS, TAPES OR BANDS, NOT OTHERWISE PROVIDED FOR ')"
D04,D,04,G,"('TEXTILES', 'PAPER')","('BRAIDING', 'LACE-MAKING', 'KNITTING', 'TRIMMINGS', 'NON-WOVEN FABRICS')","('MAKING NETS BY KNOTTING OF FILAMENTARY MATERIAL', 'MAKING KNOTTED CARPETS OR TAPESTRIES', 'KNOTTING NOT OTHERWISE PROVIDED FOR ')"
D04,D,04,H,"('TEXTILES', 'PAPER')","('BRAIDING', 'LACE-MAKING', 'KNITTING', 'TRIMMINGS', 'NON-WOVEN FABRICS')","('MAKING TEXTILE FABRICS, e.g. FROM FIBRES OR FILAMENTARY MATERIAL ', 'FABRICS MADE BY SUCH PROCESSES OR APPARATUS, e.g. FELTS, NON-WOVEN FABRICS', 'COTTON-WOOL', 'WADDING ')"
D05,D,05,B,"('TEXTILES', 'PAPER')","('SEWING', 'EMBROIDERING', 'TUFTING')","('SEWING ',)"
D05,D,05,C,"('TEXTILES', 'PAPER')","('SEWING', 'EMBROIDERING', 'TUFTING')","('EMBROIDERING', 'TUFTING ')"
D05,D,05,D,"('TEXTILES', 'PAPER')","('SEWING', 'EMBROIDERING', 'TUFTING')","('INDEXING SCHEME ASSOCIATED WITH SUBCLASSES ',)"
D06,D,06,B,"('TEXTILES', 'PAPER')","('TREATMENT OF TEXTILES OR THE LIKE', 'LAUNDERING', 'FLEXIBLE MATERIALS NOT OTHERWISE PROVIDED FOR')","('TREATING TEXTILE MATERIALS USING LIQUIDS, GASES OR VAPOURS ',)"
D06,D,06,C,"('TEXTILES', 'PAPER')","('TREATMENT OF TEXTILES OR THE LIKE', 'LAUNDERING', 'FLEXIBLE MATERIALS NOT OTHERWISE PROVIDED FOR')","('FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS',)"
D06,D,06,F,"('TEXTILES', 'PAPER')","('TREATMENT OF TEXTILES OR THE LIKE', 'LAUNDERING', 'FLEXIBLE MATERIALS NOT OTHERWISE PROVIDED FOR')","('LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES',)"
D06,D,06,G,"('TEXTILES', 'PAPER')","('TREATMENT OF TEXTILES OR THE LIKE', 'LAUNDERING', 'FLEXIBLE MATERIALS NOT OTHERWISE PROVIDED FOR')","('MECHANICAL OR PRESSURE CLEANING OF CARPETS, RUGS, SACKS, HIDES, OR OTHER SKIN OR TEXTILE ARTICLES OR FABRICS', 'TURNING INSIDE-OUT FLEXIBLE TUBULAR OR OTHER HOLLOW ARTICLES')"
D06,D,06,H,"('TEXTILES', 'PAPER')","('TREATMENT OF TEXTILES OR THE LIKE', 'LAUNDERING', 'FLEXIBLE MATERIALS NOT OTHERWISE PROVIDED FOR')","('MARKING, INSPECTING, SEAMING OR SEVERING TEXTILE MATERIALS ',)"
D06,D,06,J,"('TEXTILES', 'PAPER')","('TREATMENT OF TEXTILES OR THE LIKE', 'LAUNDERING', 'FLEXIBLE MATERIALS NOT OTHERWISE PROVIDED FOR')","('PLEATING, KILTING OR GOFFERING TEXTILE FABRICS OR WEARING APPAREL ',)"
D06,D,06,L,"('TEXTILES', 'PAPER')","('TREATMENT OF TEXTILES OR THE LIKE', 'LAUNDERING', 'FLEXIBLE MATERIALS NOT OTHERWISE PROVIDED FOR')","('DRY-CLEANING, WASHING OR BLEACHING FIBRES, FILAMENTS, THREADS, YARNS, FABRICS, FEATHERS OR MADE-UP FIBROUS GOODS', 'BLEACHING LEATHER OR FURS')"
D06,D,06,M,"('TEXTILES', 'PAPER')","('TREATMENT OF TEXTILES OR THE LIKE', 'LAUNDERING', 'FLEXIBLE MATERIALS NOT OTHERWISE PROVIDED FOR')","('TREATMENT, NOT PROVIDED FOR ELSEWHERE IN CLASS ',)"
